symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
MIR100HG	0.0028577648583752975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023504030965387866	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRCP	0.002856765451206187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02349581122086236	No data	No data	0	0	1	1	1	0	No data	0.2949572827672431	0	0	No data	No data	0	-1	-1
INTS12	0.0028565050508664092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02349366952693272	No data	No data	1	0	0	0	0	0.5670999999999999	No data	-0.5784538445509482	-0.11655552492370824	0	No data	No data	No data	-1	-1
ANXA1	0.0028541578473404066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02347436466908357	No data	No data	1	1	0	0	0	0.3786149999999999	No data	0.15055219837466138	-0.8634482699842705	0	No data	No data	0	0.5	-1
PDE10A	0.0028534145404800764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02346825125236533	No data	1	0	0	1	1	1	0	1	-0.8734111273181913	-0.3359281180560786	0	-1	No data	0	1	0
FAT3	0.002852975720552157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02346464212506298	No data	No data	0	0	0	0	0	0.5968600000000002	No data	-0.8198583038132945	-0.8218374026710024	-1	No data	No data	0	0.5	0.5
NRG1	0.0028522115149669527	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023458356824267185	No data	No data	0	1	0	0	0	0.359375	No data	-0.813398624713482	-0.9727359119852138	0	No data	No data	0	0.5	0
SPRYD7	0.0028471996278602737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023417135955655418	No data	No data	0	0	0	0	0	0.9234699999999997	No data	0.3953948739320692	No data	0	No data	No data	No data	-1	-1
MCU	0.002844521918048927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023395112809091147	No data	No data	0	0	0	0	0	0.8005699999999998	No data	-0.6200250052094186	-0.14234600145577203	0	No data	No data	0	0.5	-1
PTPRK	0.002844521918048927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023395112809091147	No data	No data	1	0	0	0	0	0.9270850000000003	No data	-0.7430714732235882	-0.05049385347887264	0	No data	No data	-0.04166749999999997	-1	0
CEP41	0.002843482079076456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023386560528333565	No data	No data	0	0	0	0	0	0.35656999999999994	No data	0.014482183788289138	-0.7478343859031513	0	No data	No data	0	0.5	-1
CD46	0.002840528441078948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023362267977198533	No data	No data	1	0	0	0	0	0	No data	-0.017920400083350718	-0.7244023652332249	0	No data	No data	0	-1	-1
METTL13	0.002840528441078948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023362267977198533	No data	No data	0	0	0	0	0	0.49213000000000023	No data	-0.02677641175244838	0	0	No data	No data	0	-1	-1
TMEM248	0.002837231534600243	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023335152173132864	No data	No data	0	0	0	0	0	0.7293	No data	-0.5264638466347156	-0.7778754114034461	0	No data	No data	0	-1	-1
PRPS1	0.002836840160290554	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023331933268027	No data	No data	0	0	0	0	1	1	No data	-0.6568035007293186	-0.022060910089015118	0	No data	No data	-0.882075	-1	-1
OXSM	0.002836001906649937	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023325038950088917	No data	No data	0	0	0	0	1	0.24836499999999972	No data	0.29974994790581366	0	0	No data	No data	0	-1	-1
CIPC	0.0028347671315853517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023314883393984208	No data	No data	0	0	0	0	0	0.298245	No data	-0.16378412169201917	No data	0	No data	No data	No data	0.5	-1
ABRACL	0.0028347297378192443	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023314575844455093	No data	No data	0	0	0	0	0	0.6296300000000002	No data	0.5169827047301521	No data	0	No data	No data	No data	-1	-1
PPEF1	0.002834560022826103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023313180003071438	No data	No data	1	0	0	0	0	0	No data	-0.7670347989164409	No data	0	No data	No data	0	0.75	0.5
SLC44A5	0.0028338395820916647	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023307254651557183	No data	No data	0	0	0	0	0	0	No data	-0.47166076265888723	0	0	No data	No data	0	0.5	0
TTPAL	0.0028306421001946286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02328095657692765	No data	No data	0	0	0	0	0	0.7076	No data	-0.3015211502396332	No data	0	No data	No data	0	0.5	-1
FBXO7	0.0028300352032439237	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023275965079925943	No data	No data	0	0	0	0	0	0	No data	-0.04073765367784954	-0.7846292252376915	0	No data	No data	No data	0.5	-1
SMIM15	0.0028286986735730547	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02326497263081726	No data	No data	0	0	0	0	0	0.8648650000000003	No data	0.7639091477391122	No data	0	No data	No data	No data	-1	-1
ENSG00000269292	0.0028286986735730547	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02326497263081726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBIS	0.0028264010138786184	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023246075252172663	No data	No data	0	0	0	0	0	0	No data	0.8406959783288186	No data	0	No data	No data	No data	-1	-1
EFTUD2	0.0028239348507925785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023225791997107042	No data	No data	0	0	0	0	0	0.969135	No data	-0.982704730152115	-0.9061269644647937	-1	No data	No data	0	-1	-1
POLR3K	0.002821118404696341	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023202627797272935	No data	No data	0	0	0	0	0	0.953705	No data	0.3774744738487186	No data	-1	No data	No data	0	-1	-1
NXPH1	0.0028202436829844707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023195433543294463	No data	No data	0	1	0	0	0	0.98155	No data	-0.3586163784121692	0	0	No data	No data	-0.03136500000000009	0.75	0.5
RAB3B	0.0028170219463809557	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02316893598291282	No data	No data	0	0	0	0	0	0.8401800000000001	No data	-0.1906647218170452	No data	0	No data	No data	-0.5205474999999999	0.5	0.5
ABLIM1	0.002814879645827646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023151316374219473	No data	No data	0	0	0	0	0	0.5629800000000003	No data	-0.7202542196290894	-0.5893333516241286	0	No data	No data	0	-1	-1
FAM200C	0.002814839655254001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02315098746693429	No data	No data	0	0	0	0	0	No data	No data	0.06220045842883937	No data	No data	No data	No data	0	-1	0
PHYHIP	0.002808714406681812	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023100609622973643	No data	No data	0	0	0	0	0	0.9696950000000001	No data	-0.5742863096478432	No data	0	No data	No data	-0.40151499999999984	1	0
REPS1	0.002808126740228302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023095776289510213	No data	No data	1	0	0	0	0	0.7550249999999998	No data	-0.7558866430506356	No data	0	No data	No data	0	-1	-1
SLC25A23	0.0028051146694046004	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023071003150564668	No data	No data	0	0	0	0	0	0.6794849999999997	No data	-0.33871639924984376	-0.011491042657841566	0	No data	No data	-0.16132500000000008	1	0
TCAF1	0.0028026337171219847	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023050598259972167	No data	No data	0	0	0	0	0	0.5113999999999997	No data	-0.44488435090643885	No data	0	No data	No data	-0.10966249999999995	-1	-1
ZNF318	0.0027990805738077077	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.023021375005218205	No data	No data	0	0	0	0	0	0	No data	-0.7050427172327568	0	0	No data	No data	No data	-1	-1
LAMB1	0.002795226455118108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022989676342272176	No data	1	0	1	0	0	0	0.6388599999999997	No data	-0.33215253177745363	-0.7740652465560116	0	No data	No data	0	-1	0
PINK1	0.0027942351413219185	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022981523162666176	No data	No data	0	0	0	0	0	0.07057000000000002	No data	0.27776620129193574	-0.7128416553501071	0	No data	No data	0	0.5	-1
SYT4	0.0027866773273362644	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022919363012075464	No data	No data	1	0	0	0	0	0.4941200000000002	No data	-0.43540320900187535	-0.17077894484562928	0	No data	No data	0	1	0
GLCE	0.002783502593028542	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02289325202773156	No data	No data	0	0	0	0	0	0.7974049999999998	No data	-0.5753281933736195	-0.6444963776424362	0	No data	No data	No data	0.5	0
RAPH1	0.0027828940576422965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02288824705521959	No data	No data	1	0	0	0	0	0.5920000000000002	No data	-0.8586163784121692	-0.17114205646154595	0	No data	No data	0	0.5	-1
CNN3	0.0027825887936337567	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022885736374647567	No data	No data	0	0	0	0	0	0.8936149999999998	No data	-0.5118774744738488	-0.43428573990479	0	No data	No data	-0.042552500000000035	-1	-1
ZNF266	0.002780857611529304	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022871498059108576	No data	No data	0	0	0	0	0	0	No data	0.5549072723484059	-0.30744733073070546	0	No data	No data	0	-1	-1
TJAP1	0.0027795796647910724	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022860987432378924	No data	No data	0	0	0	0	0	0.2998199999999997	No data	-0.046572202542196295	No data	0	No data	No data	No data	-1	-1
MFSD4A	0.0027758218396024188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022830080746918852	No data	No data	0	0	0	0	0	0.23151500000000028	No data	-0.25849135236507603	No data	0	No data	No data	0	0.75	0
